"ARO"	"ARO_name"	"resistance_to_drug_classes"	"confers_resistance_to"	"resistance_to_drug_classes_names"	"confers_resistance_to_names"
"ARO:3000522"	"ErmG"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000526"	"cmeR"	"ARO:0000000,ARO:0000001,ARO:0000032,ARO:3007153"	"ARO:0000006,ARO:3000645,ARO:3000759"	"macrolide antibiotic,fluoroquinolone antibiotic,cephalosporin,fusidane antibiotic"	"erythromycin,cefotaxime,fusidic acid"
"ARO:3000533"	"macA"	"ARO:0000000"	"ARO:0000006"	"macrolide antibiotic"	"erythromycin"
"ARO:3000535"	"macB"	"ARO:0000000"	"ARO:0000006"	"macrolide antibiotic"	"erythromycin"
"ARO:3000549"	"adeS"	"ARO:0000042,ARO:3000050"	"ARO:0000030,ARO:0000051"	"glycylcycline,tetracycline antibiotic"	"tigecycline,tetracycline"
"ARO:3000553"	"adeR"	"ARO:0000042,ARO:3000050"	"ARO:0000030,ARO:0000051"	"glycylcycline,tetracycline antibiotic"	"tigecycline,tetracycline"
"ARO:3000556"	"tet(44)"	"ARO:3000050"	"ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668"	"tetracycline antibiotic"	"tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline"
"ARO:3000559"	"adeN"	"ARO:0000000,ARO:0000001,ARO:0000017,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000171,ARO:3000387"	"ARO:0000051,ARO:3000169,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3003832"	"macrolide antibiotic,fluoroquinolone antibiotic,lincosamide antibiotic,carbapenem,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"tetracycline,rifampin,imipenem,trimethoprim,chloramphenicol,ticarcillin"
"ARO:3000561"	"tet(30)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000565"	"tet(38)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000566"	"tet(39)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000567"	"tet(40)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000569"	"tet(41)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000572"	"tet(42)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000573"	"tet(43)"	"ARO:3000050"	"ARO:0000051"	"tetracycline antibiotic"	"tetracycline"
"ARO:3000578"	"CcrA"	"ARO:0000020"	"ARO:"	"carbapenem"	""
"ARO:3000579"	"Chryseobacterium meningosepticum BlaB"	"ARO:0000020,ARO:3000008"	"ARO:"	"carbapenem,penicillin beta-lactam"	""
"ARO:3000582"	"L1 beta-lactamase"	"ARO:0000032"	"ARO:"	"cephalosporin"	""
"ARO:3000589"	"NDM-1"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:0000070,ARO:0000073,ARO:3000170"	"carbapenem,cephalosporin,penicillin beta-lactam"	"ertapenem,meropenem,imipenem"
"ARO:3000590"	"NDM-2"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3000592"	"ErmN"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000593"	"ErmQ"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000594"	"ErmR"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000595"	"ErmT"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000596"	"ErmX"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000598"	"Erm(31)"	"ARO:0000000,ARO:0000017,ARO:0000026"	"ARO:3001226,ARO:3001232,ARO:3001233"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic"	"narbomycin,methymycin,pikromycin"
"ARO:3000599"	"Erm(33)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000600"	"Erm(34)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000601"	"Erm(38)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000602"	"Erm(39)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000603"	"Erm(41)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000604"	"Erm(35)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000605"	"Erm(36)"	"ARO:0000000,ARO:0000017,ARO:0000026,ARO:0000034,ARO:0000050"	"ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867"	"macrolide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin A antibiotic,streptogramin B antibiotic"	"erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin"
"ARO:3000606"	"FEZ-1"	"ARO:0000020,ARO:0000032,ARO:3000008"	"ARO:"	"carbapenem,cephalosporin,penicillin beta-lactam"	""
"ARO:3000614"	"mef(E)"	"ARO:0000000"	"ARO:0000006"	"macrolide antibiotic"	"erythromycin"
"ARO:3000616"	"mel"	"ARO:0000000,ARO:0000026"	"ARO:0000006,ARO:0000057"	"macrolide antibiotic,streptogramin antibiotic"	"erythromycin,telithromycin"
"ARO:3000617"	"mecA"	"ARO:3000008"	"ARO:0000015"	"penicillin beta-lactam"	"methicillin"
"ARO:3000620"	"adeL"	"ARO:0000001,ARO:3000050"	"ARO:0000051"	"fluoroquinolone antibiotic,tetracycline antibiotic"	"tetracycline"
"ARO:3000621"	"PC1 beta-lactamase (blaZ)"	"ARO:3000008"	"ARO:"	"penicillin beta-lactam"	""
"ARO:3000656"	"AcrS"	"ARO:0000001,ARO:0000032,ARO:0000042,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000387,ARO:3005386"	"ARO:0000030,ARO:0000036,ARO:0000051,ARO:3000169,ARO:3000385,ARO:3000637,ARO:3000704,ARO:3000870"	"fluoroquinolone antibiotic,cephalosporin,glycylcycline,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,phenicol antibiotic,disinfecting agents and antiseptics"	"tigecycline,ciprofloxacin,tetracycline,rifampin,chloramphenicol,ampicillin,cefalotin,triclosan"
"ARO:3000676"	"H-NS"	"ARO:0000000,ARO:0000001,ARO:0000032,ARO:3000008,ARO:3000050"	"ARO:0000006,ARO:0000011,ARO:0000036,ARO:0000051,ARO:0000056,ARO:3000662"	"macrolide antibiotic,fluoroquinolone antibiotic,cephalosporin,penicillin beta-lactam,tetracycline antibiotic"	"erythromycin,cloxacillin,ciprofloxacin,tetracycline,oxacillin,norfloxacin"
"ARO:3000746"	"mepR"	"ARO:0000042,ARO:3000050"	"ARO:0000030"	"glycylcycline,tetracycline antibiotic"	"tigecycline"
"ARO:3000753"	"abeM"	"ARO:0000001,ARO:3005386"	"ARO:0000036,ARO:0000045,ARO:3000662,ARO:3000663,ARO:3000870"	"fluoroquinolone antibiotic,disinfecting agents and antiseptics"	"ciprofloxacin,acriflavine,norfloxacin,ofloxacin,triclosan"
"ARO:3000768"	"abeS"	"ARO:0000000,ARO:3000103"	"ARO:0000006,ARO:3000111"	"macrolide antibiotic,aminocoumarin antibiotic"	"erythromycin,novobiocin"
"ARO:3000769"	"PatA-PatB"	"ARO:0000001"	"ARO:0000036,ARO:3000662"	"fluoroquinolone antibiotic"	"ciprofloxacin,norfloxacin"
"ARO:3000774"	"adeA"	"ARO:0000042,ARO:3000050"	"ARO:0000030,ARO:0000051"	"glycylcycline,tetracycline antibiotic"	"tigecycline,tetracycline"
"ARO:3000775"	"adeB"	"ARO:0000042,ARO:3000050"	"ARO:0000030,ARO:0000051"	"glycylcycline,tetracycline antibiotic"	"tigecycline,tetracycline"
"ARO:3000777"	"adeF"	"ARO:0000001,ARO:3000050"	"ARO:0000051"	"fluoroquinolone antibiotic,tetracycline antibiotic"	"tetracycline"
"ARO:3000778"	"adeG"	"ARO:0000001,ARO:3000050"	"ARO:0000051"	"fluoroquinolone antibiotic,tetracycline antibiotic"	"tetracycline"
"ARO:3000779"	"adeH"	"ARO:0000001,ARO:3000050"	"ARO:0000051"	"fluoroquinolone antibiotic,tetracycline antibiotic"	"tetracycline"
"ARO:3000780"	"adeI"	"ARO:0000000,ARO:0000001,ARO:0000017,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000171,ARO:3000387"	"ARO:0000051,ARO:3000169,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3003832"	"macrolide antibiotic,fluoroquinolone antibiotic,lincosamide antibiotic,carbapenem,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"tetracycline,rifampin,imipenem,trimethoprim,chloramphenicol,ticarcillin"
"ARO:3000781"	"adeJ"	"ARO:0000000,ARO:0000001,ARO:0000017,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000171,ARO:3000387"	"ARO:0000051,ARO:3000169,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3003832"	"macrolide antibiotic,fluoroquinolone antibiotic,lincosamide antibiotic,carbapenem,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"tetracycline,rifampin,imipenem,trimethoprim,chloramphenicol,ticarcillin"
"ARO:3000782"	"adeK"	"ARO:0000000,ARO:0000001,ARO:0000017,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000157,ARO:3000171,ARO:3000387"	"ARO:0000051,ARO:3000169,ARO:3000170,ARO:3000188,ARO:3000385,ARO:3003832"	"macrolide antibiotic,fluoroquinolone antibiotic,lincosamide antibiotic,carbapenem,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,rifamycin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"tetracycline,rifampin,imipenem,trimethoprim,chloramphenicol,ticarcillin"
"ARO:3000783"	"cmeA"	"ARO:0000000,ARO:0000001,ARO:0000032,ARO:3007153"	"ARO:0000006,ARO:3000645,ARO:3000759"	"macrolide antibiotic,fluoroquinolone antibiotic,cephalosporin,fusidane antibiotic"	"erythromycin,cefotaxime,fusidic acid"
"ARO:3000784"	"cmeB"	"ARO:0000000,ARO:0000001,ARO:0000032,ARO:3007153"	"ARO:0000006,ARO:3000645,ARO:3000759"	"macrolide antibiotic,fluoroquinolone antibiotic,cephalosporin,fusidane antibiotic"	"erythromycin,cefotaxime,fusidic acid"
"ARO:3000785"	"cmeC"	"ARO:0000000,ARO:0000001,ARO:0000032,ARO:3007153"	"ARO:0000006,ARO:3000645,ARO:3000759"	"macrolide antibiotic,fluoroquinolone antibiotic,cephalosporin,fusidane antibiotic"	"erythromycin,cefotaxime,fusidic acid"
"ARO:3000787"	"MdtABC-TolC"	"ARO:3000103"	"ARO:3000111"	"aminocoumarin antibiotic"	"novobiocin"
"ARO:3000788"	"MdtEF-TolC"	"ARO:0000000,ARO:0000001,ARO:3000008"	"ARO:0000006,ARO:0000011,ARO:0000056,ARO:3000662"	"macrolide antibiotic,fluoroquinolone antibiotic,penicillin beta-lactam"	"erythromycin,cloxacillin,oxacillin,norfloxacin"
"ARO:3000789"	"mdsA"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000387"	"ARO:3000385"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam,phenicol antibiotic"	"chloramphenicol"
"ARO:3000790"	"mdsB"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000387"	"ARO:3000385"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam,phenicol antibiotic"	"chloramphenicol"
"ARO:3000791"	"mdsC"	"ARO:0000004,ARO:0000020,ARO:0000032,ARO:3000008,ARO:3000387"	"ARO:3000385"	"monobactam,carbapenem,cephalosporin,penicillin beta-lactam,phenicol antibiotic"	"chloramphenicol"
"ARO:3000792"	"mdtA"	"ARO:3000103"	"ARO:3000111"	"aminocoumarin antibiotic"	"novobiocin"
"ARO:3000793"	"mdtB"	"ARO:3000103"	"ARO:3000111"	"aminocoumarin antibiotic"	"novobiocin"
"ARO:3000794"	"mdtC"	"ARO:3000103"	"ARO:3000111"	"aminocoumarin antibiotic"	"novobiocin"
"ARO:3000795"	"mdtE"	"ARO:0000000,ARO:0000001,ARO:3000008"	"ARO:0000006,ARO:0000011,ARO:0000056,ARO:3000662"	"macrolide antibiotic,fluoroquinolone antibiotic,penicillin beta-lactam"	"erythromycin,cloxacillin,oxacillin,norfloxacin"
"ARO:3000796"	"mdtF"	"ARO:0000000,ARO:0000001,ARO:3000008"	"ARO:0000006,ARO:0000011,ARO:0000056,ARO:3000662"	"macrolide antibiotic,fluoroquinolone antibiotic,penicillin beta-lactam"	"erythromycin,cloxacillin,oxacillin,norfloxacin"
"ARO:3000799"	"MexGHI-OpmD"	"ARO:0000001,ARO:3000050,ARO:3005386"	"ARO:0000045,ARO:0000051,ARO:3000662"	"fluoroquinolone antibiotic,tetracycline antibiotic,disinfecting agents and antiseptics"	"acriflavine,tetracycline,norfloxacin"
"ARO:3000800"	"MexC"	"ARO:0000000,ARO:0000001,ARO:0000016,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000103,ARO:3000171,ARO:3000387"	"ARO:0000006,ARO:0000014,ARO:0000051,ARO:3000111,ARO:3000188,ARO:3000385,ARO:3000663,ARO:3007382"	"macrolide antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,aminocoumarin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"erythromycin,gentamicin C,tetracycline,novobiocin,trimethoprim,chloramphenicol,ofloxacin,gentamicin"
"ARO:3000801"	"MexD"	"ARO:0000000,ARO:0000001,ARO:0000016,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000103,ARO:3000171,ARO:3000387"	"ARO:0000006,ARO:0000014,ARO:0000051,ARO:3000111,ARO:3000188,ARO:3000385,ARO:3000663,ARO:3007382"	"macrolide antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,aminocoumarin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"erythromycin,gentamicin C,tetracycline,novobiocin,trimethoprim,chloramphenicol,ofloxacin,gentamicin"
"ARO:3000802"	"OprJ"	"ARO:0000000,ARO:0000001,ARO:0000016,ARO:0000032,ARO:3000008,ARO:3000050,ARO:3000103,ARO:3000171,ARO:3000387"	"ARO:0000006,ARO:0000014,ARO:0000051,ARO:3000111,ARO:3000188,ARO:3000385,ARO:3000663,ARO:3007382"	"macrolide antibiotic,fluoroquinolone antibiotic,aminoglycoside antibiotic,cephalosporin,penicillin beta-lactam,tetracycline antibiotic,aminocoumarin antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"erythromycin,gentamicin C,tetracycline,novobiocin,trimethoprim,chloramphenicol,ofloxacin,gentamicin"
"ARO:3000803"	"MexE"	"ARO:0000001,ARO:3000171,ARO:3000387"	"ARO:0000036,ARO:3000188,ARO:3000385,ARO:3000662"	"fluoroquinolone antibiotic,diaminopyrimidine antibiotic,phenicol antibiotic"	"ciprofloxacin,trimethoprim,chloramphenicol,norfloxacin"
